sub,t,s,a,acc,r,rt,cond,block
82,71,1,2,1,0,508,1,1
82,72,2,1,1,1,NaN,1,1
82,73,1,2,1,1,455,1,1
82,74,2,2,0,0,644,1,1
82,75,3,2,NaN,0,729,1,1
82,76,3,1,NaN,1,NaN,1,1
82,77,1,2,1,1,408,1,1
82,78,2,2,0,0,691,1,1
82,79,3,2,NaN,1,541,1,1
82,80,1,2,1,1,841,1,1
82,81,2,2,0,0,596,1,1
82,82,2,1,1,1,NaN,1,1
82,83,1,2,1,1,572,1,1
82,84,3,2,NaN,1,727,1,1
82,85,1,2,1,1,404,1,1
82,86,3,2,NaN,0,502,1,1
82,87,2,1,1,1,NaN,1,1
82,88,1,2,1,1,374,1,1
82,89,2,1,1,1,NaN,1,1
82,90,3,2,NaN,1,395,1,1
82,91,2,1,1,1,NaN,1,1
82,92,1,2,1,1,319,1,1
82,93,3,2,NaN,0,874,1,1
82,94,3,2,NaN,0,822,1,1
82,95,1,2,1,0,343,1,1
82,96,2,1,1,1,NaN,1,1
82,97,2,2,0,0,556,1,1
82,98,1,2,1,1,380,1,1
82,99,3,2,NaN,1,472,1,1
82,100,1,2,1,1,424,1,1
82,101,2,1,1,0,NaN,1,1
82,102,3,2,NaN,1,510,1,1
82,103,2,1,1,1,NaN,1,1
82,104,1,2,1,1,454,1,1
82,105,3,2,NaN,1,739,1,1
82,106,2,1,1,1,NaN,1,1
82,107,1,2,1,1,365,1,1
82,108,3,2,NaN,0,470,1,1
82,109,3,2,NaN,0,565,1,1
82,110,1,2,1,1,445,1,1
82,111,2,2,0,0,558,1,1
82,112,2,2,0,0,628,1,1
82,113,1,2,1,1,642,1,1
82,114,3,1,NaN,0,NaN,1,1
82,115,1,2,1,1,396,1,1
82,116,2,1,1,1,NaN,1,1
82,117,3,2,NaN,1,814,1,1
82,118,1,2,1,1,528,1,1
82,119,2,1,1,1,NaN,1,1
82,120,3,2,NaN,0,624,1,1
82,121,5,2,0,0,978,2,2
82,122,6,2,NaN,1,399,2,2
82,123,4,2,1,1,514,2,2
82,124,6,2,NaN,1,635,2,2
82,125,5,1,1,1,NaN,2,2
82,126,4,2,1,1,496,2,2
82,127,6,2,NaN,1,475,2,2
82,128,4,2,1,1,396,2,2
82,129,5,1,1,1,NaN,2,2
82,130,6,2,NaN,0,375,2,2
82,131,4,2,1,1,558,2,2
82,132,5,1,1,0,NaN,2,2
82,133,4,2,1,0,486,2,2
82,134,5,2,0,1,592,2,2
82,135,6,2,NaN,1,511,2,2
82,136,4,2,1,1,514,2,2
82,137,6,2,NaN,0,537,2,2
82,138,5,2,0,0,440,2,2
82,139,5,1,1,1,NaN,2,2
82,140,6,2,NaN,1,470,2,2
82,141,4,2,1,0,375,2,2
82,142,5,2,0,0,1164,2,2
82,143,6,2,NaN,1,402,2,2
82,144,4,2,1,1,381,2,2
82,145,4,2,1,1,532,2,2
82,146,6,2,NaN,1,436,2,2
82,147,5,1,1,1,NaN,2,2
82,148,5,2,0,0,539,2,2
82,149,4,2,1,0,467,2,2
82,150,6,2,NaN,1,615,2,2
82,151,5,1,1,0,NaN,2,2
82,152,4,2,1,1,531,2,2
82,153,6,2,NaN,1,614,2,2
82,154,4,2,1,1,505,2,2
82,155,5,1,1,1,NaN,2,2
82,156,6,2,NaN,1,340,2,2
82,157,4,2,1,0,458,2,2
82,158,6,2,NaN,1,588,2,2
82,159,5,2,0,1,489,2,2
82,160,5,2,0,0,502,2,2
82,161,6,2,NaN,1,404,2,2
82,162,4,2,1,1,417,2,2
82,163,6,2,NaN,0,470,2,2
82,164,4,2,1,0,454,2,2
82,165,5,2,0,0,439,2,2
82,166,6,2,NaN,0,408,2,2
82,167,4,2,1,0,432,2,2
82,168,5,1,1,0,NaN,2,2
82,169,6,2,NaN,1,346,2,2
82,170,4,2,1,1,327,2,2
82,171,5,1,1,1,NaN,2,2
82,172,5,1,1,0,NaN,2,2
82,173,6,2,NaN,1,366,2,2
82,174,4,2,1,1,434,2,2
82,175,5,1,1,1,NaN,2,2
82,176,6,2,NaN,1,436,2,2
82,177,4,2,1,0,443,2,2
82,178,4,2,1,1,1033,2,2
82,179,6,2,NaN,1,391,2,2
82,180,5,1,1,0,NaN,2,2
82,181,6,2,NaN,1,599,2,2
82,182,5,1,1,0,NaN,2,2
82,183,4,2,1,1,319,2,2
82,184,5,1,1,0,NaN,2,2
82,185,4,2,1,1,536,2,2
82,186,6,2,NaN,1,370,2,2
82,187,6,2,NaN,1,475,2,2
82,188,5,1,1,0,NaN,2,2
82,189,4,2,1,1,410,2,2
82,190,5,1,1,1,NaN,2,2
82,191,6,2,NaN,1,411,2,2
82,192,4,2,1,1,578,2,2
82,193,5,1,1,1,NaN,2,2
82,194,6,2,NaN,1,336,2,2
82,195,4,2,1,1,393,2,2
82,196,5,1,1,1,NaN,2,2
82,197,4,2,1,0,294,2,2
82,198,6,2,NaN,1,405,2,2
82,199,6,2,NaN,0,581,2,2
82,200,4,2,1,0,441,2,2
82,201,5,1,1,1,NaN,2,2
82,202,6,2,NaN,1,419,2,2
82,203,5,1,1,1,NaN,2,2
82,204,4,2,1,0,449,2,2
82,205,4,2,1,1,505,2,2
82,206,6,2,NaN,1,399,2,2
82,207,5,1,1,1,NaN,2,2
82,208,5,1,1,1,NaN,2,2
82,209,6,2,NaN,1,320,2,2
82,210,4,2,1,1,606,2,2
82,211,4,2,1,0,420,2,2
82,212,6,2,NaN,0,724,2,2
82,213,5,2,0,0,432,2,2
82,214,4,2,1,1,284,2,2
82,215,5,1,1,1,NaN,2,2
82,216,6,2,NaN,1,363,2,2
82,217,5,1,1,0,NaN,2,2
82,218,6,2,NaN,1,567,2,2
82,219,4,2,1,1,482,2,2
82,220,6,2,NaN,0,846,2,2
82,221,4,2,1,1,458,2,2
82,222,5,1,1,1,NaN,2,2
82,223,5,1,1,1,NaN,2,2
82,224,4,2,1,1,572,2,2
82,225,6,2,NaN,1,531,2,2
82,226,5,1,1,0,NaN,2,2
82,227,6,2,NaN,0,518,2,2
82,228,4,2,1,1,657,2,2
82,229,4,2,1,1,559,2,2
82,230,6,1,NaN,1,NaN,2,2
82,231,5,1,1,1,NaN,2,2
82,232,5,1,1,1,NaN,2,2
82,233,6,2,NaN,1,291,2,2
82,234,4,2,1,1,899,2,2
82,235,5,1,1,1,NaN,2,2
82,236,6,2,NaN,1,303,2,2
82,237,4,2,1,1,336,2,2
82,238,4,2,1,1,386,2,2
82,239,5,1,1,0,NaN,2,2
82,240,6,2,NaN,1,335,2,2
83,1,3,2,NaN,0,633,1,1
83,2,2,2,0,0,751,1,1
83,3,1,2,1,1,628,1,1
83,4,1,2,1,1,957,1,1
83,5,3,1,NaN,0,NaN,1,1
83,6,2,1,1,0,NaN,1,1
83,7,2,1,1,0,NaN,1,1
83,8,1,2,1,1,414,1,1
83,9,3,1,NaN,1,NaN,1,1
83,10,2,2,0,0,1616,1,1
83,11,1,2,1,0,603,1,1
83,12,3,1,NaN,1,NaN,1,1
83,13,1,2,1,1,443,1,1
83,14,2,1,1,1,NaN,1,1
83,15,3,1,NaN,0,NaN,1,1
83,16,1,2,1,0,437,1,1
83,17,2,1,1,1,NaN,1,1
83,18,3,2,NaN,1,819,1,1
83,19,1,2,1,1,537,1,1
83,20,3,2,NaN,1,697,1,1
83,21,2,1,1,1,NaN,1,1
83,22,3,2,NaN,0,586,1,1
83,23,1,2,1,1,892,1,1
83,24,2,1,1,1,NaN,1,1
83,25,1,2,1,1,591,1,1
83,26,2,2,0,0,937,1,1
83,27,3,2,NaN,1,1940,1,1
83,28,2,1,1,1,NaN,1,1
83,29,1,2,1,1,535,1,1
83,30,3,2,NaN,0,1326,1,1
83,31,1,2,1,0,555,1,1
83,32,3,2,NaN,0,753,1,1
83,33,2,1,1,1,NaN,1,1
83,34,3,2,NaN,1,731,1,1
83,35,1,2,1,1,594,1,1
83,36,2,1,1,1,NaN,1,1
83,37,2,1,1,1,NaN,1,1
83,38,3,2,NaN,1,442,1,1
83,39,1,2,1,1,594,1,1
83,40,3,2,NaN,1,524,1,1
83,41,1,2,1,0,595,1,1
83,42,2,1,1,1,NaN,1,1
83,43,3,2,NaN,0,362,1,1
83,44,2,1,1,1,NaN,1,1
83,45,1,2,1,0,389,1,1
83,46,3,2,NaN,1,728,1,1
83,47,2,1,1,1,NaN,1,1
83,48,1,2,1,1,710,1,1
83,49,2,1,1,1,NaN,1,1
83,50,3,2,NaN,1,539,1,1
83,51,1,2,1,1,447,1,1
83,52,3,2,NaN,1,771,1,1
83,53,2,1,1,0,NaN,1,1
83,54,1,2,1,1,474,1,1
83,55,2,1,1,1,NaN,1,1
83,56,3,2,NaN,1,700,1,1
83,57,1,2,1,1,586,1,1
83,58,3,2,NaN,1,506,1,1
83,59,2,1,1,1,NaN,1,1
83,60,1,2,1,1,584,1,1
83,61,2,1,1,1,NaN,1,1
83,62,1,2,1,1,584,1,1
83,63,3,2,NaN,0,468,1,1
83,64,1,2,1,1,524,1,1
83,65,3,2,NaN,0,805,1,1
83,66,2,1,1,1,NaN,1,1
83,67,3,2,NaN,0,607,1,1
83,68,2,1,1,1,NaN,1,1
83,69,1,2,1,0,381,1,1
83,70,1,2,1,1,526,1,1
83,71,3,2,NaN,1,505,1,1
83,72,2,1,1,1,NaN,1,1
83,73,2,1,1,0,NaN,1,1
83,74,3,2,NaN,0,541,1,1
83,75,1,2,1,1,613,1,1
83,76,1,2,1,1,526,1,1
83,77,3,2,NaN,1,1003,1,1
83,78,2,1,1,0,NaN,1,1
83,79,3,2,NaN,1,474,1,1
83,80,1,2,1,1,441,1,1
83,81,2,1,1,1,NaN,1,1
83,82,1,2,1,1,459,1,1
83,83,3,2,NaN,1,476,1,1
83,84,2,1,1,1,NaN,1,1
83,85,3,2,NaN,0,567,1,1
83,86,1,2,1,1,561,1,1
83,87,2,1,1,1,NaN,1,1
83,88,2,1,1,1,NaN,1,1
83,89,1,2,1,0,500,1,1
83,90,3,2,NaN,1,686,1,1
83,91,2,2,0,0,733,1,1
83,92,3,2,NaN,1,476,1,1
83,93,1,2,1,1,449,1,1
83,94,1,2,1,1,544,1,1
83,95,2,1,1,0,NaN,1,1
83,96,3,2,NaN,0,380,1,1
83,97,3,2,NaN,1,589,1,1
83,98,1,2,1,1,612,1,1
83,99,2,1,1,0,NaN,1,1
83,100,1,2,1,1,531,1,1
83,101,3,2,NaN,1,738,1,1
83,102,2,1,1,0,NaN,1,1
83,103,3,2,NaN,1,537,1,1
83,104,1,2,1,1,548,1,1
83,105,2,1,1,1,NaN,1,1
83,106,3,2,NaN,1,497,1,1
83,107,1,2,1,1,559,1,1
83,108,2,1,1,1,NaN,1,1
83,109,2,1,1,0,NaN,1,1
83,110,3,2,NaN,1,478,1,1
83,111,1,2,1,1,672,1,1
83,112,3,2,NaN,1,746,1,1
83,113,2,1,1,1,NaN,1,1
83,114,1,2,1,1,583,1,1
83,115,3,2,NaN,1,556,1,1
83,116,2,1,1,1,NaN,1,1
83,117,1,2,1,1,1000,1,1
83,118,3,2,NaN,1,460,1,1
83,119,1,2,1,1,485,1,1
83,120,2,1,1,1,NaN,1,1
83,121,5,2,0,1,980,2,2
83,122,4,2,1,0,628,2,2
83,123,6,2,NaN,1,543,2,2
83,124,6,2,NaN,1,495,2,2
83,125,5,2,0,0,892,2,2
83,126,4,2,1,0,1237,2,2
83,127,5,2,0,0,742,2,2
83,128,4,2,1,1,739,2,2
83,129,6,2,NaN,1,799,2,2
83,130,5,1,1,1,NaN,2,2
83,131,4,2,1,1,481,2,2
83,132,6,2,NaN,1,414,2,2
83,133,4,2,1,1,652,2,2
83,134,6,2,NaN,1,693,2,2
83,135,5,1,1,1,NaN,2,2
83,136,5,1,1,1,NaN,2,2
83,137,4,2,1,1,436,2,2
83,138,6,2,NaN,1,464,2,2
83,139,5,1,1,1,NaN,2,2
83,140,4,2,1,1,405,2,2
83,141,6,2,NaN,1,495,2,2
83,142,6,2,NaN,1,947,2,2
83,143,4,2,1,0,653,2,2
83,144,5,1,1,1,NaN,2,2
83,145,5,1,1,0,NaN,2,2
83,146,4,2,1,1,487,2,2
83,147,6,2,NaN,1,621,2,2
83,148,6,2,NaN,1,634,2,2
83,149,4,2,1,0,988,2,2
83,150,5,1,1,1,NaN,2,2
83,151,6,2,NaN,1,389,2,2
83,152,4,2,1,1,512,2,2
83,153,5,1,1,1,NaN,2,2
83,154,5,1,1,0,NaN,2,2
83,155,4,2,1,1,453,2,2
83,156,6,2,NaN,0,411,2,2
83,157,6,2,NaN,1,593,2,2
83,158,4,2,1,1,589,2,2
83,159,5,1,1,1,NaN,2,2
83,160,4,2,1,1,440,2,2
83,161,5,1,1,1,NaN,2,2
83,162,6,2,NaN,1,360,2,2
83,163,5,1,1,1,NaN,2,2
83,164,6,2,NaN,1,576,2,2
83,165,4,2,1,1,634,2,2
83,166,5,1,1,1,NaN,2,2
83,167,6,2,NaN,1,441,2,2
83,168,4,2,1,1,695,2,2
83,169,6,2,NaN,1,523,2,2
83,170,4,2,1,1,556,2,2
83,171,5,1,1,1,NaN,2,2
83,172,6,2,NaN,1,483,2,2
83,173,5,1,1,1,NaN,2,2
83,174,4,2,1,0,526,2,2
83,175,4,2,1,0,546,2,2
83,176,5,1,1,1,NaN,2,2
83,177,6,2,NaN,0,414,2,2
83,178,5,1,1,1,NaN,2,2
83,179,6,2,NaN,0,437,2,2
83,180,4,2,1,1,518,2,2
83,181,4,2,1,1,899,2,2
83,182,6,2,NaN,1,503,2,2
83,183,5,1,1,1,NaN,2,2
83,184,6,2,NaN,1,552,2,2
83,185,4,2,1,1,480,2,2
83,186,5,1,1,1,NaN,2,2
83,187,4,2,1,0,397,2,2
83,188,6,2,NaN,1,532,2,2
83,189,5,1,1,0,NaN,2,2
83,190,5,1,1,1,NaN,2,2
83,191,6,2,NaN,1,503,2,2
83,192,4,2,1,1,543,2,2
83,193,5,1,1,1,NaN,2,2
83,194,4,2,1,1,510,2,2
83,195,6,2,NaN,1,439,2,2
83,196,5,1,1,1,NaN,2,2
83,197,6,2,NaN,0,453,2,2
83,198,4,2,1,1,480,2,2
83,199,6,2,NaN,1,580,2,2
83,200,5,1,1,1,NaN,2,2
83,201,4,2,1,0,430,2,2
83,202,4,2,1,1,442,2,2
83,203,5,1,1,1,NaN,2,2
83,204,6,2,NaN,1,576,2,2
83,205,6,2,NaN,1,923,2,2
83,206,4,2,1,1,663,2,2
83,207,5,1,1,1,NaN,2,2
83,208,5,1,1,1,NaN,2,2
83,209,4,2,1,1,667,2,2
83,210,6,2,NaN,1,774,2,2
83,211,4,2,1,0,672,2,2
83,212,6,2,NaN,1,375,2,2
83,213,5,1,1,1,NaN,2,2
83,214,6,2,NaN,1,721,2,2
83,215,5,1,1,1,NaN,2,2
83,216,4,2,1,1,1764,2,2
83,217,4,2,1,1,617,2,2
83,218,6,2,NaN,1,595,2,2
83,219,5,2,0,0,815,2,2
83,220,5,1,1,1,NaN,2,2
83,221,6,2,NaN,1,461,2,2
83,222,4,2,1,1,510,2,2
83,223,6,2,NaN,1,1038,2,2
83,224,4,2,1,0,553,2,2
83,225,5,1,1,1,NaN,2,2
83,226,6,2,NaN,1,622,2,2
83,227,4,2,1,1,644,2,2
83,228,5,1,1,1,NaN,2,2
83,229,4,2,1,1,676,2,2
83,230,6,2,NaN,1,551,2,2
83,231,5,1,1,0,NaN,2,2
83,232,5,1,1,0,NaN,2,2
83,233,6,2,NaN,1,552,2,2
83,234,4,2,1,1,597,2,2
83,235,5,1,1,1,NaN,2,2
83,236,4,2,1,1,681,2,2
83,237,6,2,NaN,1,484,2,2
83,238,4,2,1,0,499,2,2
83,239,5,1,1,1,NaN,2,2
83,240,6,2,NaN,0,477,2,2
84,1,4,2,1,1,1120,2,1
84,2,6,1,0,0,NaN,2,1
84,3,5,2,0,1,1495,2,1
84,4,6,1,0,0,NaN,2,1
84,5,5,2,0,0,838,2,1
84,6,4,2,1,1,1331,2,1
84,7,4,2,1,1,925,2,1
84,8,5,2,0,0,831,2,1
84,9,6,2,1,1,975,2,1
84,10,6,2,1,1,750,2,1
84,11,5,1,1,1,NaN,2,1
84,12,4,2,1,1,1084,2,1
84,13,4,2,1,1,855,2,1
84,14,5,1,1,1,NaN,2,1
84,15,6,2,1,0,1730,2,1
84,16,6,1,0,0,NaN,2,1
84,17,4,2,1,1,1106,2,1
84,18,5,1,1,1,NaN,2,1
84,19,4,2,1,0,816,2,1
84,20,6,1,0,0,NaN,2,1
84,21,5,1,1,0,NaN,2,1
84,22,5,2,0,0,914,2,1
84,23,4,2,1,1,727,2,1
84,24,6,1,0,0,NaN,2,1
84,25,6,2,1,1,981,2,1
84,26,5,2,0,1,1150,2,1
84,27,4,2,1,0,632,2,1
84,28,4,2,1,1,1226,2,1
84,29,5,1,1,0,NaN,2,1
84,30,6,1,0,1,NaN,2,1
84,31,6,1,0,0,NaN,2,1
84,32,5,2,0,0,1029,2,1
84,33,4,2,1,1,598,2,1
84,34,4,2,1,1,801,2,1
84,35,6,1,0,0,NaN,2,1
84,36,5,2,0,0,991,2,1
84,37,6,2,1,1,999,2,1
84,38,4,2,1,1,500,2,1
84,39,5,1,1,1,NaN,2,1
84,40,6,2,1,1,1019,2,1
84,41,4,2,1,1,760,2,1
84,42,5,1,1,0,NaN,2,1
84,43,5,2,0,1,467,2,1
84,44,6,2,1,0,986,2,1
84,45,4,2,1,0,586,2,1
84,46,4,1,0,0,NaN,2,1
84,47,5,2,0,0,622,2,1
84,48,6,2,1,1,1059,2,1
84,49,5,2,0,0,1790,2,1
84,50,6,2,1,0,1179,2,1
84,51,4,1,0,1,NaN,2,1
84,52,6,1,0,1,NaN,2,1
84,53,5,1,1,1,NaN,2,1
84,54,4,1,0,0,NaN,2,1
84,55,6,2,1,1,1277,2,1
84,56,4,2,1,1,869,2,1
84,57,5,2,0,0,1324,2,1
84,58,6,1,0,0,NaN,2,1
84,59,4,2,1,1,888,2,1
84,60,5,1,1,1,NaN,2,1
84,61,5,1,1,1,NaN,2,1
84,62,6,2,1,1,1249,2,1
84,63,4,2,1,1,568,2,1
84,64,4,2,1,1,571,2,1
84,65,5,1,1,1,NaN,2,1
84,66,6,2,1,1,1056,2,1
84,67,6,2,1,1,740,2,1
84,68,4,2,1,0,606,2,1
84,69,5,2,0,0,1799,2,1
84,70,6,2,1,1,835,2,1
84,71,4,2,1,0,627,2,1
84,72,5,1,1,1,NaN,2,1
84,73,4,1,0,0,NaN,2,1
84,74,6,2,1,1,1624,2,1
84,75,5,1,1,1,NaN,2,1
84,76,4,2,1,0,1114,2,1
84,77,6,2,1,1,1078,2,1
84,78,5,1,1,1,NaN,2,1
84,79,4,1,0,0,NaN,2,1
84,80,6,2,1,1,783,2,1
84,81,5,1,1,0,NaN,2,1
84,82,6,2,1,1,841,2,1
84,83,5,1,1,0,NaN,2,1
84,84,4,2,1,1,1168,2,1
84,85,6,2,1,0,763,2,1
84,86,5,2,0,0,1330,2,1
84,87,4,2,1,1,923,2,1
84,88,6,2,1,1,1326,2,1
84,89,4,2,1,1,624,2,1
84,90,5,1,1,1,NaN,2,1
84,91,4,2,1,1,748,2,1
84,92,6,2,1,1,588,2,1
84,93,5,1,1,1,NaN,2,1
84,94,5,1,1,1,NaN,2,1
84,95,4,2,1,1,965,2,1
84,96,6,2,1,1,850,2,1
84,97,4,2,1,1,580,2,1
84,98,5,1,1,1,NaN,2,1
84,99,6,2,1,1,1139,2,1
84,100,5,1,1,1,NaN,2,1
84,101,4,2,1,0,622,2,1
84,102,6,2,1,1,849,2,1
84,103,6,2,1,1,1490,2,1
84,104,4,2,1,1,641,2,1
84,105,5,1,1,0,NaN,2,1
84,106,5,2,0,0,933,2,1
84,107,4,2,1,0,808,2,1
84,108,6,2,1,1,1274,2,1
84,109,5,1,1,1,NaN,2,1
84,110,4,1,0,0,NaN,2,1
84,111,6,2,1,1,1136,2,1
84,112,4,2,1,0,1073,2,1
84,113,6,2,1,1,1038,2,1
84,114,5,1,1,1,NaN,2,1
84,115,4,1,0,0,NaN,2,1
84,116,5,1,1,1,NaN,2,1
84,117,6,2,1,1,846,2,1
84,118,6,2,1,1,927,2,1
84,119,5,1,1,1,NaN,2,1
84,120,4,2,1,1,741,2,1
84,121,2,2,0,0,1199,1,2
84,122,1,2,1,1,1086,1,2
84,123,3,2,NaN,0,807,1,2
84,124,2,1,1,0,NaN,1,2
84,125,1,2,1,1,923,1,2
84,126,3,1,NaN,1,NaN,1,2
84,127,3,1,NaN,0,NaN,1,2
84,128,1,2,1,1,881,1,2
84,129,2,2,0,0,769,1,2
84,130,3,1,NaN,1,NaN,1,2
84,131,1,2,1,1,712,1,2
84,132,2,1,1,1,NaN,1,2
84,133,1,1,0,1,NaN,1,2
84,134,2,2,0,0,1582,1,2
84,135,3,1,NaN,1,NaN,1,2
84,136,1,2,1,1,1888,1,2
84,137,3,1,NaN,1,NaN,1,2
84,138,2,1,1,1,NaN,1,2
84,139,3,2,NaN,0,1348,1,2
84,140,1,2,1,1,500,1,2
84,141,2,1,1,0,NaN,1,2
84,142,2,2,0,0,1785,1,2
84,143,3,1,NaN,0,NaN,1,2
84,144,1,2,1,1,1066,1,2
84,145,1,2,1,1,880,1,2
84,146,2,2,0,0,959,1,2
84,147,3,2,NaN,1,976,1,2
84,148,3,1,NaN,1,NaN,1,2
84,149,1,2,1,1,874,1,2
84,150,2,1,1,1,NaN,1,2
84,151,3,2,NaN,1,998,1,2
84,152,1,2,1,1,740,1,2
84,153,2,1,1,0,NaN,1,2
84,154,2,2,0,0,740,1,2
84,155,1,2,1,0,671,1,2
84,156,3,2,NaN,1,1444,1,2
84,157,3,2,NaN,0,1007,1,2
84,158,1,1,0,0,NaN,1,2
84,159,2,2,0,0,1033,1,2
84,160,3,1,NaN,0,NaN,1,2
84,161,2,2,0,1,1027,1,2
84,162,1,2,1,1,1148,1,2
84,163,2,2,0,1,1281,1,2
84,164,3,2,NaN,1,653,1,2
84,165,1,2,1,1,613,1,2
84,166,1,2,1,1,684,1,2
84,167,2,2,0,1,907,1,2
84,168,3,2,NaN,1,799,1,2
84,169,1,2,1,1,1019,1,2
84,170,2,2,0,1,749,1,2
84,171,3,2,NaN,0,664,1,2
84,172,1,2,1,0,762,1,2
84,173,2,1,1,1,NaN,1,2
84,174,3,1,NaN,0,NaN,1,2
84,175,1,1,0,0,NaN,1,2
84,176,2,2,0,0,705,1,2
84,177,3,2,NaN,0,974,1,2
84,178,3,1,NaN,0,NaN,1,2
84,179,2,2,0,1,1480,1,2
84,180,1,2,1,1,967,1,2
84,181,2,2,0,1,1670,1,2
84,182,3,1,NaN,0,NaN,1,2
84,183,1,2,1,0,1034,1,2
84,184,2,2,0,1,670,1,2
84,185,3,2,NaN,1,447,1,2
84,186,1,2,1,0,1261,1,2
84,187,3,2,NaN,1,1249,1,2
84,188,2,2,0,1,1005,1,2
84,189,1,1,0,0,NaN,1,2
84,190,1,2,1,0,895,1,2
84,191,3,2,NaN,1,1120,1,2
84,192,2,2,0,1,735,1,2
84,193,2,2,0,0,1187,1,2
84,194,1,2,1,1,1157,1,2
84,195,3,1,NaN,0,NaN,1,2
84,196,2,2,0,1,744,1,2
84,197,1,2,1,1,799,1,2
84,198,3,2,NaN,1,789,1,2
84,199,3,2,NaN,1,627,1,2
84,200,1,2,1,1,730,1,2
84,201,2,1,1,1,NaN,1,2
84,202,1,2,1,0,622,1,2
84,203,2,1,1,0,NaN,1,2
84,204,3,2,NaN,1,831,1,2
84,205,2,2,0,1,705,1,2
84,206,3,2,NaN,1,1062,1,2
84,207,1,1,0,0,NaN,1,2
84,208,1,2,1,0,643,1,2
84,209,3,2,NaN,1,709,1,2
84,210,2,2,0,0,1311,1,2
84,211,2,1,1,0,NaN,1,2
84,212,1,2,1,0,1434,1,2
84,213,3,2,NaN,0,1122,1,2
84,214,2,1,1,0,NaN,1,2
84,215,3,1,NaN,1,NaN,1,2
84,216,1,1,0,0,NaN,1,2
84,217,1,2,1,1,1094,1,2
84,218,2,2,0,0,1067,1,2
84,219,3,2,NaN,1,1533,1,2
84,220,1,2,1,1,1628,1,2
84,221,2,2,0,0,681,1,2
84,222,3,2,NaN,1,1450,1,2
84,223,2,2,0,0,1289,1,2
84,224,1,2,1,0,879,1,2
84,225,3,2,NaN,1,1229,1,2
84,226,1,1,0,0,NaN,1,2
84,227,3,2,NaN,1,960,1,2
84,228,2,2,0,0,1527,1,2
84,229,2,1,1,1,NaN,1,2
84,230,1,2,1,1,789,1,2
84,231,3,2,NaN,1,916,1,2
84,232,2,1,1,1,NaN,1,2
84,233,3,1,NaN,0,NaN,1,2
84,234,1,1,0,0,NaN,1,2
84,235,1,2,1,1,910,1,2
84,236,3,2,NaN,0,1758,1,2
84,237,2,2,0,0,902,1,2
84,238,2,1,1,0,NaN,1,2
84,239,3,1,NaN,0,NaN,1,2
84,240,1,2,1,0,602,1,2
85,1,4,1,0,0,NaN,2,1
85,2,5,2,0,0,874,2,1
85,3,6,2,1,0,617,2,1
85,4,4,2,1,1,1066,2,1
85,5,6,1,0,0,NaN,2,1
85,6,5,1,1,1,NaN,2,1
85,7,4,2,1,1,423,2,1
85,8,6,1,0,0,NaN,2,1
85,9,5,1,1,1,NaN,2,1
85,10,5,1,1,1,NaN,2,1
85,11,6,1,0,0,NaN,2,1
85,12,4,2,1,1,518,2,1
85,13,6,1,0,0,NaN,2,1
85,14,5,1,1,1,NaN,2,1
85,15,4,2,1,1,618,2,1
85,16,4,2,1,0,801,2,1
85,17,5,1,1,1,NaN,2,1
85,18,6,1,0,0,NaN,2,1
85,19,5,1,1,1,NaN,2,1
85,20,6,1,0,1,NaN,2,1
85,21,4,2,1,1,535,2,1
85,22,5,1,1,1,NaN,2,1
85,23,6,1,0,0,NaN,2,1
85,24,4,2,1,0,570,2,1
85,25,4,2,1,0,584,2,1
85,26,5,2,0,1,445,2,1
85,27,6,2,1,1,635,2,1
85,28,6,2,1,1,657,2,1
85,29,4,1,0,0,NaN,2,1
85,30,5,2,0,0,787,2,1
85,31,4,1,0,0,NaN,2,1
85,32,5,1,1,1,NaN,2,1
85,33,6,2,1,1,611,2,1
85,34,6,2,1,1,576,2,1
85,35,4,1,0,1,NaN,2,1
85,36,5,1,1,1,NaN,2,1
85,37,6,2,1,1,556,2,1
85,38,5,2,0,1,882,2,1
85,39,4,1,0,1,NaN,2,1
85,40,6,2,1,1,648,2,1
85,41,5,2,0,1,640,2,1
85,42,4,1,0,0,NaN,2,1
85,43,4,1,0,0,NaN,2,1
85,44,5,2,0,0,593,2,1
85,45,6,2,1,1,393,2,1
85,46,6,2,1,1,505,2,1
85,47,5,2,0,0,628,2,1
85,48,4,2,1,1,847,2,1
85,49,6,2,1,1,634,2,1
85,50,4,2,1,1,778,2,1
85,51,5,2,0,0,1984,2,1
85,52,5,2,0,0,769,2,1
85,53,4,2,1,0,835,2,1
85,54,6,2,1,1,518,2,1
85,55,4,1,0,0,NaN,2,1
85,56,6,2,1,1,603,2,1
85,57,5,2,0,0,791,2,1
85,58,5,2,0,1,866,2,1
85,59,6,2,1,0,609,2,1
85,60,4,2,1,0,640,2,1
85,61,4,2,1,1,836,2,1
85,62,5,1,1,1,NaN,2,1
85,63,6,1,0,0,NaN,2,1
85,64,4,2,1,1,402,2,1
85,65,6,2,1,1,455,2,1
85,66,5,1,1,1,NaN,2,1
85,67,5,1,1,1,NaN,2,1
85,68,6,2,1,1,641,2,1
85,69,4,2,1,1,627,2,1
85,70,4,2,1,1,586,2,1
85,71,5,1,1,0,NaN,2,1
85,72,6,2,1,1,834,2,1
85,73,4,2,1,0,480,2,1
85,74,6,2,1,1,994,2,1
85,75,5,2,0,0,744,2,1
85,76,5,2,0,0,928,2,1
85,77,6,2,1,1,647,2,1
